ID,Project,Department name,Department code,Owner,Close date,Usage Date,Wallclock,Units,Rate,Cost,Account
6703,,riddiford,093302,mirthc,04-30-2009,04-30-2009,276,0,0.11,0.01,51612
6704,,reiser,093303,kladtn,04-30-2009,04-01-2009,46118,13,0.11,1.41,51612
6705,,reiser,093303,kladtn,04-30-2009,04-02-2009,59096,16,0.11,1.81,51612
6706,,reiser,093303,kladtn,04-30-2009,04-06-2009,13698,4,0.11,0.42,51612
6707,,reiser,093303,kladtn,04-30-2009,04-07-2009,14458,4,0.11,0.44,51612
6708,,reiser,093303,kladtn,04-30-2009,04-09-2009,91964,26,0.11,2.81,51612
6709,,reiser,093303,kladtn,04-30-2009,04-16-2009,105812,29,0.11,3.23,51612
6710,,reiser,093303,kladtn,04-30-2009,04-20-2009,31390,9,0.11,0.96,51612
6711,,reiser,093303,kladtn,04-30-2009,04-22-2009,20072,6,0.11,0.61,51612
6712,,egnor,093308,ohayons,04-30-2009,04-01-2009,126915,35,0.11,3.88,51612
6713,,egnor,093308,ohayons,04-30-2009,04-02-2009,143484,40,0.11,4.38,51612
6714,,egnor,093308,ohayons,04-30-2009,04-03-2009,86099,24,0.11,2.63,51612
6715,,egnor,093308,ohayons,04-30-2009,04-14-2009,2999147,833,0.11,91.64,51612
6716,,egnor,093308,ohayons,04-30-2009,04-15-2009,3088899,858,0.11,94.38,51612
6717,,egnor,093308,ohayons,04-30-2009,04-16-2009,4128,1,0.11,0.13,51612
6718,,egnor,093308,ohayons,04-30-2009,04-17-2009,20932209,5815,0.11,639.60,51612
6719,,egnor,093308,ohayons,04-30-2009,04-18-2009,37054,10,0.11,1.13,51612
6720,,egnor,093308,ohayons,04-30-2009,04-19-2009,11788669,3275,0.11,360.21,51612
6721,,egnor,093308,ohayons,04-30-2009,04-20-2009,1545338,429,0.11,47.22,51612
6722,,egnor,093308,ohayons,04-30-2009,04-21-2009,4352032,1209,0.11,132.98,51612
6723,,egnor,093308,ohayons,04-30-2009,04-22-2009,550055,153,0.11,16.81,51612
6724,,peng,093309,brainaligner,04-30-2009,04-19-2009,55358,15,0.11,1.69,51612
6725,,peng,093309,brainaligner,04-30-2009,04-20-2009,1906893,530,0.11,58.27,51612
6726,,peng,093309,brainaligner,04-30-2009,04-21-2009,300956,84,0.11,9.20,51612
6727,JVS002400,visscien,093400,ofstadt,04-30-2009,04-07-2009,1158690,322,0.11,35.40,51612
6728,JVS002400,visscien,093400,ofstadt,04-30-2009,04-08-2009,1405076,390,0.11,42.93,51612
6729,JVS002400,visscien,093400,ofstadt,04-30-2009,04-09-2009,2556626,710,0.11,78.12,51612
6730,JVS002400,visscien,093400,ofstadt,04-30-2009,04-10-2009,757930,211,0.11,23.16,51612
6731,JVS002400,visscien,093400,ofstadt,04-30-2009,04-14-2009,2146768,596,0.11,65.60,51612
6732,JVS002400,visscien,093400,ofstadt,04-30-2009,04-15-2009,2205596,613,0.11,67.39,51612
6733,JVS002400,visscien,093400,ofstadt,04-30-2009,04-16-2009,3041050,845,0.11,92.92,51612
6734,JVS002400,visscien,093400,ofstadt,04-30-2009,04-17-2009,7171698,1992,0.11,219.14,51612
6735,JVS002400,visscien,093400,ofstadt,04-30-2009,04-18-2009,3914948,1087,0.11,119.62,51612
6736,JVS002400,visscien,093400,ofstadt,04-30-2009,04-19-2009,5474728,1521,0.11,167.28,51612
6737,JVS002400,visscien,093400,ofstadt,04-30-2009,04-20-2009,324214,90,0.11,9.91,51612
6738,JVS002400,visscien,093400,ofstadt,04-30-2009,04-22-2009,1317368,366,0.11,40.25,51612
6739,JVS002400,visscien,093400,ofstadt,04-30-2009,04-23-2009,1868498,519,0.11,57.09,51612
6740,JVS002400,visscien,093400,ofstadt,04-30-2009,04-24-2009,1280866,356,0.11,39.14,51612
6741,JVS002400,visscien,093400,ofstadt,04-30-2009,04-25-2009,9551336,2653,0.11,291.85,51612
6742,JVS002400,visscien,093400,ofstadt,04-30-2009,04-26-2009,48155124,13376,0.11,1471.41,51612
6743,JVS002400,visscien,093400,ofstadt,04-30-2009,04-27-2009,2614690,726,0.11,79.89,51612
6744,JVS002400,visscien,093400,ofstadt,04-30-2009,04-28-2009,1112470,309,0.11,33.99,51612
6745,JVS002400,visscien,093400,ofstadt,04-30-2009,04-29-2009,623394,173,0.11,19.05,51612
6746,JVS002400,visscien,093400,ofstadt,04-30-2009,04-30-2009,695852,193,0.11,21.26,51612
6747,JVS002500,visscien,093400,schefferl,04-30-2009,04-02-2009,1434858,399,0.11,43.84,51612
6748,JVS002500,visscien,093400,schefferl,04-30-2009,04-03-2009,28578,8,0.11,0.87,51612
6749,JVS002500,visscien,093400,schefferl,04-30-2009,04-22-2009,1265718,352,0.11,38.67,51612
6750,JVS002500,visscien,093400,schefferl,04-30-2009,04-23-2009,3943689,1095,0.11,120.50,51612
6751,JVS002500,visscien,093400,schefferl,04-30-2009,04-24-2009,4078690,1133,0.11,124.63,51612
6752,JVS002900,flyem,093417,takemuras,04-30-2009,04-02-2009,672198,187,0.11,20.54,51612
6753,,shank,093402,tangj,04-30-2009,04-01-2009,104248,29,0.11,3.19,51612
6754,,shank,093402,tangj,04-30-2009,04-03-2009,825,0,0.11,0.03,51612
6755,,shank,093402,tangj,04-30-2009,04-06-2009,2372,1,0.11,0.07,51612
6756,,shank,093402,tangj,04-30-2009,04-08-2009,20653,6,0.11,0.63,51612
6757,,shank,093402,tangj,04-30-2009,04-09-2009,11722,3,0.11,0.36,51612
6758,,shank,093402,tangj,04-30-2009,04-10-2009,3488,1,0.11,0.11,51612
6759,,shank,093402,tangj,04-30-2009,04-16-2009,6476,2,0.11,0.20,51612
6760,,shank,093402,tangj,04-30-2009,04-17-2009,2154,1,0.11,0.07,51612
6761,,shank,093402,tangj,04-30-2009,04-20-2009,8400,2,0.11,0.26,51612
6762,,shank,093402,tangj,04-30-2009,04-21-2009,8336,2,0.11,0.26,51612
6763,,shank,093402,tangj,04-30-2009,04-23-2009,2714,1,0.11,0.08,51612
6764,,shank,093402,tangj,04-30-2009,04-28-2009,1144,0,0.11,0.04,51612
6766,,eddy,093203,eddys,04-30-2009,04-03-2009,9045040,2513,0.11,276.38,51612
6767,,eddy,093203,eddys,04-30-2009,04-09-2009,27715620,7699,0.11,846.87,51612
6768,,eddy,093203,eddys,04-30-2009,04-10-2009,50475040,14021,0.11,1542.29,51612
6769,,eddy,093203,eddys,04-30-2009,04-11-2009,52037225,14455,0.11,1590.03,51612
6770,,eddy,093203,eddys,04-30-2009,04-13-2009,15232,4,0.11,0.47,51612
6771,,eddy,093203,eddys,04-30-2009,04-23-2009,2264665,629,0.11,69.20,51612
6772,,eddy,093203,eddys,04-30-2009,04-24-2009,90268480,25075,0.11,2758.20,51612
6773,,eddy,093203,eddys,04-30-2009,04-29-2009,10330420,2870,0.11,315.65,51612
6774,,eddy,093203,eddys,04-30-2009,04-30-2009,9828700,2730,0.11,300.32,51612
6775,,eddy,093203,jonest,04-30-2009,04-09-2009,18400,5,0.11,0.56,51612
6776,,eddy,093203,jonest,04-30-2009,04-11-2009,87400600,24278,0.11,2670.57,51612
6777,,eddy,093203,jonest,04-30-2009,04-13-2009,119275000,33132,0.11,3644.51,51612
6778,,eddy,093203,jonest,04-30-2009,04-14-2009,176837700,49122,0.11,5403.37,51612
6779,,eddy,093203,jonest,04-30-2009,04-20-2009,19740,5,0.11,0.60,51612
6780,,rivas,093301,delvalc,04-30-2009,04-28-2009,183720,51,0.11,5.61,51612
6781,,rivas,093301,delvalc,04-30-2009,04-29-2009,13920,4,0.11,0.43,51612
6782,,rivas,093301,rivase,04-30-2009,04-01-2009,5421140,1506,0.11,165.65,51612
6783,,rivas,093301,rivase,04-30-2009,04-02-2009,2745480,763,0.11,83.89,51612
6784,,rivas,093301,rivase,04-30-2009,04-06-2009,7647020,2124,0.11,233.66,51612
6785,,rivas,093301,rivase,04-30-2009,04-08-2009,7354480,2043,0.11,224.72,51612
6786,,rivas,093301,rivase,04-30-2009,04-09-2009,7195440,1999,0.11,219.86,51612
6787,,rivas,093301,rivase,04-30-2009,04-10-2009,14480,4,0.11,0.44,51612
6788,,rivas,093301,rivase,04-30-2009,04-13-2009,6620,2,0.11,0.20,51612
6789,,rivas,093301,rivase,04-30-2009,04-15-2009,721280,200,0.11,22.04,51612
6790,,rivas,093301,rivase,04-30-2009,04-16-2009,3276180,910,0.11,100.11,51612
6791,,rivas,093301,rivase,04-30-2009,04-17-2009,3565720,990,0.11,108.95,51612
6792,,rivas,093301,rivase,04-30-2009,04-21-2009,146100,41,0.11,4.46,51612
6793,,rivas,093301,rivase,04-30-2009,04-22-2009,133720,37,0.11,4.09,51612
6794,,rivas,093301,rivase,04-30-2009,04-23-2009,931700,259,0.11,28.47,51612
6795,,rivas,093301,rivase,04-30-2009,04-24-2009,3740,1,0.11,0.11,51612
6796,,rivas,093301,rivase,04-30-2009,04-27-2009,56080,16,0.11,1.71,51612
6797,,rivas,093301,rivase,04-30-2009,04-28-2009,565940,157,0.11,17.29,51612
6798,,rivas,093301,rivase,04-30-2009,04-29-2009,8982260,2495,0.11,274.46,51612
6799,,rivas,093301,rivase,04-30-2009,04-30-2009,4277380,1188,0.11,130.70,51612
6840,,eddy,093203,castellanos,05-31-2009,05-01-2009,88,0,0.11,0.00,51612
6841,,eddy,093203,eddys,05-31-2009,05-01-2009,6286,2,0.11,0.19,51612
6842,,eddy,093203,eddys,05-31-2009,05-02-2009,6964,2,0.11,0.21,51612
6843,,eddy,093203,eddys,05-31-2009,05-15-2009,4093,1,0.11,0.13,51612
6844,,eddy,093203,eddys,05-31-2009,05-20-2009,17290,5,0.11,0.53,51612
6845,,eddy,093203,jonest,05-31-2009,05-31-2009,133,0,0.11,0.00,51612
6846,,eddy,093203,kolbed,05-31-2009,05-18-2009,6159,2,0.11,0.19,51612
6847,,eddy,093203,kolbed,05-31-2009,05-19-2009,88130,24,0.11,2.69,51612
6848,,eddy,093203,nawrockie,05-31-2009,05-02-2009,499369,139,0.11,15.26,51612
6849,,eddy,093203,nawrockie,05-31-2009,05-04-2009,502079,139,0.11,15.34,51612
6850,,eddy,093203,nawrockie,05-31-2009,05-05-2009,703231,195,0.11,21.49,51612
6851,,eddy,093203,nawrockie,05-31-2009,05-14-2009,1540,0,0.11,0.05,51612
6852,,eddy,093203,nawrockie,05-31-2009,05-15-2009,29788,8,0.11,0.91,51612
6853,,eddy,093203,nawrockie,05-31-2009,05-17-2009,1170351,325,0.11,35.76,51612
6854,,eddy,093203,nawrockie,05-31-2009,05-18-2009,170960,47,0.11,5.22,51612
6855,,eddy,093203,nawrockie,05-31-2009,05-19-2009,57441,16,0.11,1.76,51612
6856,,eddy,093203,nawrockie,05-31-2009,05-20-2009,13871,4,0.11,0.42,51612
6857,,eddy,093203,nawrockie,05-31-2009,05-22-2009,25398,7,0.11,0.78,51612
6858,,eddy,093203,nawrockie,05-31-2009,05-23-2009,138483,38,0.11,4.23,51612
6859,,rubin,093205,jenetta,05-31-2009,05-01-2009,109048,30,0.11,3.33,51612
6860,,rubin,093205,jenetta,05-31-2009,05-02-2009,5644,2,0.11,0.17,51612
6861,,rubin,093205,jenetta,05-31-2009,05-04-2009,77394,22,0.11,2.37,51612
6862,,rubin,093205,jenetta,05-31-2009,05-05-2009,111114,31,0.11,3.40,51612
6863,,rubin,093205,jenetta,05-31-2009,05-06-2009,149662,42,0.11,4.57,51612
6864,,rubin,093205,jenetta,05-31-2009,05-07-2009,1015246,282,0.11,31.02,51612
6865,,rubin,093205,jenetta,05-31-2009,05-08-2009,118830,33,0.11,3.63,51612
6866,,rubin,093205,jenetta,05-31-2009,05-09-2009,11329,3,0.11,0.35,51612
6867,,rubin,093205,jenetta,05-31-2009,05-10-2009,50,0,0.11,0.00,51612
6868,,rubin,093205,jenetta,05-31-2009,05-11-2009,100988,28,0.11,3.09,51612
6869,,rubin,093205,jenetta,05-31-2009,05-12-2009,93928,26,0.11,2.87,51612
6870,,rubin,093205,jenetta,05-31-2009,05-13-2009,101236,28,0.11,3.09,51612
6871,,rubin,093205,jenetta,05-31-2009,05-14-2009,75474,21,0.11,2.31,51612
6872,,rubin,093205,jenetta,05-31-2009,05-15-2009,79874,22,0.11,2.44,51612
6873,,rubin,093205,jenetta,05-31-2009,05-16-2009,6086,2,0.11,0.19,51612
6874,,rubin,093205,jenetta,05-31-2009,05-17-2009,42,0,0.11,0.00,51612
6875,,rubin,093205,jenetta,05-31-2009,05-18-2009,84694,24,0.11,2.59,51612
6876,,rubin,093205,jenetta,05-31-2009,05-19-2009,70870,20,0.11,2.17,51612
6877,,rubin,093205,jenetta,05-31-2009,05-20-2009,73948,21,0.11,2.26,51612
6878,,rubin,093205,jenetta,05-31-2009,05-21-2009,81494,23,0.11,2.49,51612
6879,,rubin,093205,jenetta,05-31-2009,05-22-2009,66796,19,0.11,2.04,51612
6880,,rubin,093205,jenetta,05-31-2009,05-23-2009,2456,1,0.11,0.07,51612
6881,,rubin,093205,jenetta,05-31-2009,05-24-2009,48,0,0.11,0.00,51612
6882,,rubin,093205,jenetta,05-31-2009,05-25-2009,44,0,0.11,0.00,51612
6883,,rubin,093205,jenetta,05-31-2009,05-26-2009,75276,21,0.11,2.30,51612
6884,,rubin,093205,jenetta,05-31-2009,05-27-2009,72978,20,0.11,2.23,51612
6885,,rubin,093205,jenetta,05-31-2009,05-28-2009,79972,22,0.11,2.44,51612
6886,,rubin,093205,jenetta,05-31-2009,05-29-2009,82390,23,0.11,2.52,51612
6887,,rubin,093205,jenetta,05-31-2009,05-30-2009,43186,12,0.11,1.32,51612
6888,,rubin,093205,jenetta,05-31-2009,05-31-2009,2240,1,0.11,0.07,51612
6889,,looger,093209,akerboomj,05-31-2009,05-02-2009,3748,1,0.11,0.11,51612
6890,,looger,093209,akerboomj,05-31-2009,05-04-2009,13197,4,0.11,0.40,51612
6891,,looger,093209,akerboomj,05-31-2009,05-05-2009,79426,22,0.11,2.43,51612
6892,,looger,093209,akerboomj,05-31-2009,05-06-2009,7603,2,0.11,0.23,51612
6893,,looger,093209,akerboomj,05-31-2009,05-07-2009,1228,0,0.11,0.04,51612
6894,,looger,093209,akerboomj,05-31-2009,05-08-2009,14564,4,0.11,0.45,51612
6895,,looger,093209,akerboomj,05-31-2009,05-09-2009,27407,8,0.11,0.84,51612
6896,,looger,093209,akerboomj,05-31-2009,05-11-2009,29775,8,0.11,0.91,51612
6897,,looger,093209,akerboomj,05-31-2009,05-12-2009,19349,5,0.11,0.59,51612
6898,,looger,093209,akerboomj,05-31-2009,05-13-2009,52149,14,0.11,1.59,51612
6899,,looger,093209,akerboomj,05-31-2009,05-19-2009,19181,5,0.11,0.59,51612
6900,,looger,093209,akerboomj,05-31-2009,05-20-2009,93370,26,0.11,2.85,51612
6901,,looger,093209,loogerl,05-31-2009,05-01-2009,321606,89,0.11,9.83,51612
6902,,simpson,093210,chungp,05-31-2009,05-01-2009,39140,11,0.11,1.20,51612
6903,,simpson,093210,chungp,05-31-2009,05-02-2009,34895,10,0.11,1.07,51612
6904,,simpson,093210,chungp,05-31-2009,05-03-2009,31478,9,0.11,0.96,51612
6905,,simpson,093210,chungp,05-31-2009,05-04-2009,60929,17,0.11,1.86,51612
6906,,simpson,093210,chungp,05-31-2009,05-05-2009,64257,18,0.11,1.96,51612
6907,,simpson,093210,chungp,05-31-2009,05-06-2009,56272,16,0.11,1.72,51612
6908,,simpson,093210,chungp,05-31-2009,05-07-2009,73894,21,0.11,2.26,51612
6909,,simpson,093210,chungp,05-31-2009,05-08-2009,59273,16,0.11,1.81,51612
6910,,simpson,093210,chungp,05-31-2009,05-09-2009,44376,12,0.11,1.36,51612
6911,,simpson,093210,chungp,05-31-2009,05-10-2009,40386,11,0.11,1.23,51612
6912,,simpson,093210,chungp,05-31-2009,05-11-2009,41681,12,0.11,1.27,51612
6913,,simpson,093210,chungp,05-31-2009,05-13-2009,44979,12,0.11,1.37,51612
6914,,simpson,093210,chungp,05-31-2009,05-14-2009,34581,10,0.11,1.06,51612
6915,,simpson,093210,chungp,05-31-2009,05-15-2009,48970,14,0.11,1.50,51612
6916,,simpson,093210,chungp,05-31-2009,05-16-2009,33487,9,0.11,1.02,51612
6917,,simpson,093210,chungp,05-31-2009,05-17-2009,29662,8,0.11,0.91,51612
6918,,simpson,093210,chungp,05-31-2009,05-18-2009,36233,10,0.11,1.11,51612
6919,,simpson,093210,chungp,05-31-2009,05-19-2009,40357,11,0.11,1.23,51612
6920,,simpson,093210,chungp,05-31-2009,05-20-2009,28744,8,0.11,0.88,51612
6921,,simpson,093210,chungp,05-31-2009,05-21-2009,28346,8,0.11,0.87,51612
6922,,simpson,093210,chungp,05-31-2009,05-22-2009,25128,7,0.11,0.77,51612
6923,,simpson,093210,chungp,05-31-2009,05-23-2009,24130,7,0.11,0.74,51612
6924,,simpson,093210,chungp,05-31-2009,05-24-2009,25890,7,0.11,0.79,51612
6925,,simpson,093210,chungp,05-31-2009,05-25-2009,24160,7,0.11,0.74,51612
6926,,simpson,093210,chungp,05-31-2009,05-26-2009,24279,7,0.11,0.74,51612
6927,,simpson,093210,chungp,05-31-2009,05-27-2009,32307,9,0.11,0.99,51612
6928,,simpson,093210,chungp,05-31-2009,05-28-2009,50287,14,0.11,1.54,51612
6929,,simpson,093210,chungp,05-31-2009,05-29-2009,40399,11,0.11,1.23,51612
6930,,simpson,093210,chungp,05-31-2009,05-30-2009,36569,10,0.11,1.12,51612
6931,,simpson,093210,chungp,05-31-2009,05-31-2009,30279,8,0.11,0.93,51612
6932,,baker,093215,meissnerg,05-31-2009,05-04-2009,49132,14,0.11,1.50,51612
6933,,baker,093215,meissnerg,05-31-2009,05-05-2009,35120,10,0.11,1.07,51612
6934,,baker,093215,meissnerg,05-31-2009,05-19-2009,348566,97,0.11,10.65,51612
6935,,baker,093215,meissnerg,05-31-2009,05-20-2009,4254,1,0.11,0.13,51612
6936,,baker,093215,meissnerg,05-31-2009,05-25-2009,3054,1,0.11,0.09,51612
6937,,baker,093215,meissnerg,05-31-2009,05-26-2009,2390,1,0.11,0.07,51612
6938,,baker,093215,vaughana,05-31-2009,05-04-2009,45100,13,0.11,1.38,51612
6939,,baker,093215,vaughana,05-31-2009,05-05-2009,5256144,1460,0.11,160.60,51612
6940,,baker,093215,vaughana,05-31-2009,05-06-2009,3585326,996,0.11,109.55,51612
6941,,baker,093215,vaughana,05-31-2009,05-07-2009,271960,76,0.11,8.31,51612
6942,,baker,093215,vaughana,05-31-2009,05-19-2009,117958,33,0.11,3.60,51612
6943,,baker,093215,vaughana,05-31-2009,05-20-2009,7918414,2200,0.11,241.95,51612
6944,,baker,093215,vaughana,05-31-2009,05-21-2009,387863,108,0.11,11.85,51612
6945,,baker,093215,vaughana,05-31-2009,05-22-2009,860,0,0.11,0.03,51612
6946,,baker,093215,vaughana,05-31-2009,05-26-2009,31288,9,0.11,0.96,51612
6947,,baker,093215,vaughana,05-31-2009,05-28-2009,4712568,1309,0.11,144.00,51612
6948,,baker,093215,vaughana,05-31-2009,05-29-2009,138492,38,0.11,4.23,51612
6949,,baker,093215,vaughana,05-31-2009,05-30-2009,6446058,1791,0.11,196.96,51612
6950,,baker,093215,vaughana,05-31-2009,05-31-2009,521905,145,0.11,15.95,51612
6951,,hess,093297,shtengelg,05-31-2009,05-01-2009,19090,5,0.11,0.58,51612
6952,,hess,093297,shtengelg,05-31-2009,05-04-2009,109874,31,0.11,3.36,51612
6953,,hess,093297,shtengelg,05-31-2009,05-06-2009,10029827,2786,0.11,306.47,51612
6954,,hess,093297,shtengelg,05-31-2009,05-07-2009,598968,166,0.11,18.30,51612
6955,,hess,093297,shtengelg,05-31-2009,05-08-2009,213630,59,0.11,6.53,51612
6956,,hess,093297,shtengelg,05-31-2009,05-11-2009,89110,25,0.11,2.72,51612
6957,,hess,093297,shtengelg,05-31-2009,05-12-2009,2074688,576,0.11,63.39,51612
6958,,hess,093297,shtengelg,05-31-2009,05-13-2009,1002100,278,0.11,30.62,51612
6959,,hess,093297,shtengelg,05-31-2009,05-14-2009,178322,50,0.11,5.45,51612
6960,,hess,093297,shtengelg,05-31-2009,05-15-2009,475474,132,0.11,14.53,51612
6961,,hess,093297,shtengelg,05-31-2009,05-19-2009,10503052,2918,0.11,320.93,51612
6962,,hess,093297,shtengelg,05-31-2009,05-20-2009,9478,3,0.11,0.29,51612
6963,,hess,093297,shtengelg,05-31-2009,05-21-2009,1914230,532,0.11,58.49,51612
6964,,hess,093297,shtengelg,05-31-2009,05-22-2009,1956811,544,0.11,59.79,51612
6965,,hess,093297,shtengelg,05-31-2009,05-25-2009,4650651,1292,0.11,142.10,51612
6966,,hess,093297,shtengelg,05-31-2009,05-26-2009,1711309,475,0.11,52.29,51612
6967,,hess,093297,shtengelg,05-31-2009,05-27-2009,438866,122,0.11,13.41,51612
6968,,hess,093297,shtengelg,05-31-2009,05-28-2009,4356926,1210,0.11,133.13,51612
6969,,hess,093297,shtengelg,05-31-2009,05-29-2009,3067159,852,0.11,93.72,51612
6970,,hess,093297,shtengelg,05-31-2009,05-30-2009,964352,268,0.11,29.47,51612
6971,,hess,093297,shtengelg,05-31-2009,05-01-2009,19090,5,0.11,0.58,51612
6972,,hess,093297,shtengelg,05-31-2009,05-04-2009,109874,31,0.11,3.36,51612
6973,,hess,093297,shtengelg,05-31-2009,05-06-2009,10029827,2786,0.11,306.47,51612
6974,,hess,093297,shtengelg,05-31-2009,05-07-2009,598968,166,0.11,18.30,51612
6975,,hess,093297,shtengelg,05-31-2009,05-08-2009,213630,59,0.11,6.53,51612
6976,,hess,093297,shtengelg,05-31-2009,05-11-2009,89110,25,0.11,2.72,51612
6977,,hess,093297,shtengelg,05-31-2009,05-12-2009,2074688,576,0.11,63.39,51612
6978,,hess,093297,shtengelg,05-31-2009,05-13-2009,1002100,278,0.11,30.62,51612
6979,,hess,093297,shtengelg,05-31-2009,05-14-2009,178322,50,0.11,5.45,51612
6980,,hess,093297,shtengelg,05-31-2009,05-15-2009,475474,132,0.11,14.53,51612
6981,,hess,093297,shtengelg,05-31-2009,05-19-2009,10503052,2918,0.11,320.93,51612
6982,,hess,093297,shtengelg,05-31-2009,05-20-2009,9478,3,0.11,0.29,51612
6983,,hess,093297,shtengelg,05-31-2009,05-21-2009,1914230,532,0.11,58.49,51612
6984,,hess,093297,shtengelg,05-31-2009,05-22-2009,1956811,544,0.11,59.79,51612
6985,,hess,093297,shtengelg,05-31-2009,05-25-2009,4650651,1292,0.11,142.10,51612
6986,,hess,093297,shtengelg,05-31-2009,05-26-2009,1711309,475,0.11,52.29,51612
6987,,hess,093297,shtengelg,05-31-2009,05-27-2009,438866,122,0.11,13.41,51612
6988,,hess,093297,shtengelg,05-31-2009,05-28-2009,4356926,1210,0.11,133.13,51612
6989,,hess,093297,shtengelg,05-31-2009,05-29-2009,3067159,852,0.11,93.72,51612
6990,,hess,093297,shtengelg,05-31-2009,05-30-2009,964352,268,0.11,29.47,51612
6991,,rivas,093301,rivase,05-31-2009,05-01-2009,238,0,0.11,0.01,51612
6992,,rivas,093301,rivase,05-31-2009,05-04-2009,255,0,0.11,0.01,51612
6993,,rivas,093301,rivase,05-31-2009,05-05-2009,519898,144,0.11,15.89,51612
6994,,rivas,093301,rivase,05-31-2009,05-06-2009,8,0,0.11,0.00,51612
6995,,rivas,093301,rivase,05-31-2009,05-07-2009,6,0,0.11,0.00,51612
6996,,rivas,093301,rivase,05-31-2009,05-08-2009,14,0,0.11,0.00,51612
6997,,rivas,093301,rivase,05-31-2009,05-11-2009,27,0,0.11,0.00,51612
6998,,rivas,093301,rivase,05-31-2009,05-12-2009,23,0,0.11,0.00,51612
6999,,rivas,093301,rivase,05-31-2009,05-13-2009,196,0,0.11,0.01,51612
7000,,rivas,093301,rivase,05-31-2009,05-14-2009,377,0,0.11,0.01,51612
7001,,rivas,093301,rivase,05-31-2009,05-15-2009,51,0,0.11,0.00,51612
7002,,rivas,093301,rivase,05-31-2009,05-18-2009,1124371,312,0.11,34.36,51612
7003,,rivas,093301,rivase,05-31-2009,05-20-2009,6,0,0.11,0.00,51612
7004,,rivas,093301,rivase,05-31-2009,05-22-2009,62,0,0.11,0.00,51612
7005,,rivas,093301,rivase,05-31-2009,05-27-2009,776163,216,0.11,23.72,51612
7006,,rivas,093301,rivase,05-31-2009,05-28-2009,166,0,0.11,0.01,51612
7007,,rivas,093301,rivase,05-31-2009,05-29-2009,36,0,0.11,0.00,51612
7008,,riddiford,093302,mirthc,05-31-2009,05-04-2009,11758,3,0.11,0.36,51612
7009,,riddiford,093302,mirthc,05-31-2009,05-05-2009,7804,2,0.11,0.24,51612
7010,,reiser,093303,kladtn,05-31-2009,05-04-2009,12078,3,0.11,0.37,51612
7011,,reiser,093303,kladtn,05-31-2009,05-05-2009,21264,6,0.11,0.65,51612
7012,,reiser,093303,kladtn,05-31-2009,05-06-2009,10078,3,0.11,0.31,51612
7013,,reiser,093303,kladtn,05-31-2009,05-07-2009,11204,3,0.11,0.34,51612
7014,,reiser,093303,kladtn,05-31-2009,05-08-2009,25044,7,0.11,0.77,51612
7015,,reiser,093303,kladtn,05-31-2009,05-13-2009,3590,1,0.11,0.11,51612
7016,,reiser,093303,kladtn,05-31-2009,05-26-2009,980,0,0.11,0.03,51612
7017,,reiser,093303,kladtn,05-31-2009,05-27-2009,3106,1,0.11,0.09,51612
7018,,reiser,093303,kladtn,05-31-2009,05-28-2009,267660,74,0.11,8.18,51612
7019,,peng,093309,brainaligner,05-31-2009,05-07-2009,26861,7,0.11,0.82,51612
7020,,peng,093309,yuy,05-31-2009,05-06-2009,11,0,0.11,0.00,51612
7021,JVS002401,visscien,093400,ofstadt,05-31-2009,05-02-2009,1217710,338,0.11,37.21,51612
7022,JVS002401,visscien,093400,ofstadt,05-31-2009,05-28-2009,922854,256,0.11,28.20,51612
7023,JVS002401,visscien,093400,ofstadt,05-31-2009,05-29-2009,1532894,426,0.11,46.84,51612
7024,JVS002401,visscien,093400,ofstadt,05-31-2009,05-30-2009,2578646,716,0.11,78.79,51612
7025,JVS002401,visscien,093400,ofstadt,05-31-2009,05-31-2009,1139332,316,0.11,34.81,51612
7026,JVS001201,visscien,093400,royers,05-31-2009,05-06-2009,284908,79,0.11,8.71,51612
7027,JVS001201,visscien,093400,royers,05-31-2009,05-07-2009,665265,185,0.11,20.33,51612
7028,JVS001201,visscien,093400,royers,05-31-2009,05-09-2009,225557,63,0.11,6.89,51612
7029,JVS001201,visscien,093400,royers,05-31-2009,05-11-2009,14745,4,0.11,0.45,51612
7030,JVS001201,visscien,093400,royers,05-31-2009,05-12-2009,974837,271,0.11,29.79,51612
7031,JVS001201,visscien,093400,royers,05-31-2009,05-13-2009,1594811,443,0.11,48.73,51612
7032,JVS001201,visscien,093400,royers,05-31-2009,05-14-2009,1406655,391,0.11,42.98,51612
7033,JVS001201,visscien,093400,royers,05-31-2009,05-15-2009,1752940,487,0.11,53.56,51612
7034,JVS001201,visscien,093400,royers,05-31-2009,05-16-2009,1134579,315,0.11,34.67,51612
7035,JVS001201,visscien,093400,royers,05-31-2009,05-17-2009,2189818,608,0.11,66.91,51612
7036,JVS001201,visscien,093400,royers,05-31-2009,05-18-2009,442413,123,0.11,13.52,51612
7037,JVS002500,visscien,093400,schefferl,05-31-2009,05-02-2009,29755,8,0.11,0.91,51612
7038,JVS002500,visscien,093400,schefferl,05-31-2009,05-03-2009,37266,10,0.11,1.14,51612
7039,JVS002500,visscien,093400,schefferl,05-31-2009,05-04-2009,4708,1,0.11,0.14,51612
7040,JVS002500,visscien,093400,schefferl,05-31-2009,05-05-2009,1732794,481,0.11,52.95,51612
7041,JVS002500,visscien,093400,schefferl,05-31-2009,05-06-2009,1168,0,0.11,0.04,51612
