ID,Project,Department name,Department code,Owner,Close date,Usage Date,Wallclock,Units,Rate,Cost,Account
2020,,chklovskii,093208,mishchenkoy,06-30-2007,06-25-2007,7470,2,0.11,0.23,51612
2021,,chklovskii,093208,mishchenkoy,06-30-2007,06-27-2007,224697,62,0.11,6.87,51612
2022,,looger,093209,loogerl,06-30-2007,06-05-2007,1422,0,0.11,0.04,51612
2023,,harris,093298,hessh,06-30-2007,06-08-2007,7055,2,0.11,0.22,51612
2024,,harris,093298,hessh,06-30-2007,06-12-2007,1915,1,0.11,0.06,51612
2025,,harris,093298,shtengelg,06-30-2007,06-05-2007,31927,9,0.11,0.98,51612
2026,,harris,093298,shtengelg,06-30-2007,06-08-2007,36381,10,0.11,1.11,51612
2027,,harris,093298,shtengelg,06-30-2007,06-11-2007,42296,12,0.11,1.29,51612
2028,,harris,093298,shtengelg,06-30-2007,06-12-2007,6029,2,0.11,0.18,51612
2029,,harris,093298,shtengelg,06-30-2007,06-26-2007,1757,0,0.11,0.05,51612
2030,,rivas,093301,rivase,06-30-2007,06-01-2007,19918057,5533,0.11,608.61,51612
2031,,rivas,093301,rivase,06-30-2007,06-02-2007,1848165,513,0.11,56.47,51612
2032,,rivas,093301,rivase,06-30-2007,06-03-2007,8246756,2291,0.11,251.98,51612
2033,,rivas,093301,rivase,06-30-2007,06-04-2007,14296762,3971,0.11,436.85,51612
2034,,rivas,093301,rivase,06-30-2007,06-05-2007,11335605,3149,0.11,346.37,51612
2035,,rivas,093301,rivase,06-30-2007,06-06-2007,2247555,624,0.11,68.68,51612
2036,,rivas,093301,rivase,06-30-2007,06-07-2007,7480923,2078,0.11,228.58,51612
2037,,rivas,093301,rivase,06-30-2007,06-08-2007,13039406,3622,0.11,398.43,51612
2038,,rivas,093301,rivase,06-30-2007,06-09-2007,3837360,1066,0.11,117.25,51612
2039,,rivas,093301,rivase,06-30-2007,06-10-2007,9690353,2692,0.11,296.09,51612
2040,,rivas,093301,rivase,06-30-2007,06-11-2007,10965068,3046,0.11,335.04,51612
2041,,rivas,093301,rivase,06-30-2007,06-12-2007,6849,2,0.11,0.21,51612
2042,,rivas,093301,rivase,06-30-2007,06-13-2007,3341657,928,0.11,102.11,51612
2043,,rivas,093301,rivase,06-30-2007,06-14-2007,18849418,5236,0.11,575.95,51612
2044,,rivas,093301,rivase,06-30-2007,06-15-2007,3350132,931,0.11,102.36,51612
2045,,rivas,093301,rivase,06-30-2007,06-16-2007,14920101,4144,0.11,455.89,51612
2046,,rivas,093301,rivase,06-30-2007,06-17-2007,8393443,2332,0.11,256.47,51612
2047,,rivas,093301,rivase,06-30-2007,06-18-2007,19226317,5341,0.11,587.47,51612
2048,,rivas,093301,rivase,06-30-2007,06-19-2007,3503817,973,0.11,107.06,51612
2049,,rivas,093301,rivase,06-30-2007,06-20-2007,32938295,9150,0.11,1006.45,51612
2050,,rivas,093301,rivase,06-30-2007,06-21-2007,10313079,2865,0.11,315.12,51612
2051,,rivas,093301,rivase,06-30-2007,06-22-2007,1254860,349,0.11,38.34,51612
2052,,rivas,093301,rivase,06-30-2007,06-23-2007,8140408,2261,0.11,248.73,51612
2053,,rivas,093301,rivase,06-30-2007,06-24-2007,2532166,703,0.11,77.37,51612
2054,,rivas,093301,rivase,06-30-2007,06-25-2007,11532572,3203,0.11,352.38,51612
2055,,rivas,093301,rivase,06-30-2007,06-26-2007,10920981,3034,0.11,333.70,51612
2056,,rivas,093301,rivase,06-30-2007,06-27-2007,54846544,15235,0.11,1675.87,51612
2057,,rivas,093301,rivase,06-30-2007,06-28-2007,20725053,5757,0.11,633.27,51612
2058,,rivas,093301,rivase,06-30-2007,06-29-2007,176373,49,0.11,5.39,51612
2065,,myers,093201,pengh,07-31-2007,07-17-2007,97404,27,0.11,2.98,51612
2066,,myers,093201,pengh,07-31-2007,07-18-2007,60669,17,0.11,1.85,51612
2067,,eddy,093203,coventrya,07-31-2007,07-01-2007,1774455,493,0.11,54.22,51612
2068,,eddy,093203,coventrya,07-31-2007,07-12-2007,204953,57,0.11,6.26,51612
2069,,eddy,093203,eddys,07-31-2007,07-02-2007,4361737,1212,0.11,133.27,51612
2070,,eddy,093203,eddys,07-31-2007,07-18-2007,4057,1,0.11,0.12,51612
2071,,eddy,093203,eddys,07-31-2007,07-19-2007,701,0,0.11,0.02,51612
2072,,eddy,093203,eddys,07-31-2007,07-20-2007,5243832,1457,0.11,160.23,51612
2073,,eddy,093203,eddys,07-31-2007,07-21-2007,7095577,1971,0.11,216.81,51612
2074,,eddy,093203,eddys,07-31-2007,07-22-2007,982787,273,0.11,30.03,51612
2075,,eddy,093203,eddys,07-31-2007,07-23-2007,16512293,4587,0.11,504.54,51612
2076,,eddy,093203,eddys,07-31-2007,07-24-2007,1794890,499,0.11,54.84,51612
2077,,eddy,093203,eddys,07-31-2007,07-27-2007,1445218,401,0.11,44.16,51612
2078,,eddy,093203,eddys,07-31-2007,07-28-2007,2842945,790,0.11,86.87,51612
2079,,eddy,093203,eddys,07-31-2007,07-29-2007,7091704,1970,0.11,216.69,51612
2080,,eddy,093203,eddys,07-31-2007,07-30-2007,207,0,0.11,0.01,51612
2081,,eddy,093203,eddys,07-31-2007,07-31-2007,15268562,4241,0.11,466.54,51612
2082,,eddy,093203,jungs,07-31-2007,07-01-2007,9365652,2602,0.11,286.17,51612
2083,,eddy,093203,jungs,07-31-2007,07-02-2007,44180134,12272,0.11,1349.95,51612
2084,,eddy,093203,jungs,07-31-2007,07-03-2007,51738498,14372,0.11,1580.90,51612
2085,,eddy,093203,jungs,07-31-2007,07-04-2007,45084794,12524,0.11,1377.59,51612
2086,,eddy,093203,jungs,07-31-2007,07-05-2007,68219029,18950,0.11,2084.47,51612
2087,,eddy,093203,jungs,07-31-2007,07-06-2007,62654282,17404,0.11,1914.44,51612
2088,,eddy,093203,jungs,07-31-2007,07-07-2007,39115082,10865,0.11,1195.18,51612
2089,,eddy,093203,jungs,07-31-2007,07-08-2007,42142236,11706,0.11,1287.68,51612
2090,,eddy,093203,jungs,07-31-2007,07-09-2007,10666046,2963,0.11,325.91,51612
2091,,eddy,093203,jungs,07-31-2007,07-10-2007,3096322,860,0.11,94.61,51612
2092,,eddy,093203,jungs,07-31-2007,07-11-2007,3356829,932,0.11,102.57,51612
2093,,eddy,093203,jungs,07-31-2007,07-12-2007,1246014,346,0.11,38.07,51612
2094,,eddy,093203,jungs,07-31-2007,07-13-2007,2656055,738,0.11,81.16,51612
2095,,eddy,093203,jungs,07-31-2007,07-14-2007,4235125,1176,0.11,129.41,51612
2096,,eddy,093203,jungs,07-31-2007,07-15-2007,1487604,413,0.11,45.45,51612
2097,,eddy,093203,jungs,07-31-2007,07-17-2007,1661673,462,0.11,50.77,51612
2098,,eddy,093203,jungs,07-31-2007,07-19-2007,29888563,8302,0.11,913.26,51612
2099,,eddy,093203,jungs,07-31-2007,07-20-2007,38228306,10619,0.11,1168.09,51612
2100,,eddy,093203,jungs,07-31-2007,07-21-2007,17152559,4765,0.11,524.11,51612
2101,,eddy,093203,jungs,07-31-2007,07-24-2007,4557792,1266,0.11,139.27,51612
2102,,eddy,093203,jungs,07-31-2007,07-28-2007,5228602,1452,0.11,159.76,51612
2103,,eddy,093203,kolbed,07-31-2007,07-01-2007,2500159,694,0.11,76.39,51612
2104,,eddy,093203,kolbed,07-31-2007,07-02-2007,1815071,504,0.11,55.46,51612
2105,,eddy,093203,kolbed,07-31-2007,07-03-2007,3324198,923,0.11,101.57,51612
2106,,eddy,093203,kolbed,07-31-2007,07-04-2007,2254655,626,0.11,68.89,51612
2107,,eddy,093203,kolbed,07-31-2007,07-05-2007,1591701,442,0.11,48.64,51612
2108,,eddy,093203,kolbed,07-31-2007,07-06-2007,1143191,318,0.11,34.93,51612
2109,,eddy,093203,kolbed,07-31-2007,07-07-2007,2684972,746,0.11,82.04,51612
2110,,eddy,093203,kolbed,07-31-2007,07-08-2007,823882,229,0.11,25.17,51612
2111,,eddy,093203,kolbed,07-31-2007,07-09-2007,17687223,4913,0.11,540.44,51612
2112,,eddy,093203,kolbed,07-31-2007,07-10-2007,1217756,338,0.11,37.21,51612
2113,,eddy,093203,kolbed,07-31-2007,07-11-2007,1292119,359,0.11,39.48,51612
2114,,eddy,093203,kolbed,07-31-2007,07-12-2007,3071470,853,0.11,93.85,51612
2115,,eddy,093203,kolbed,07-31-2007,07-13-2007,2857890,794,0.11,87.32,51612
2116,,eddy,093203,kolbed,07-31-2007,07-14-2007,3132297,870,0.11,95.71,51612
2117,,eddy,093203,kolbed,07-31-2007,07-15-2007,4257098,1183,0.11,130.08,51612
2118,,eddy,093203,kolbed,07-31-2007,07-16-2007,3755113,1043,0.11,114.74,51612
2119,,eddy,093203,kolbed,07-31-2007,07-17-2007,4107087,1141,0.11,125.49,51612
2120,,eddy,093203,kolbed,07-31-2007,07-18-2007,949579,264,0.11,29.01,51612
2121,,eddy,093203,kolbed,07-31-2007,07-19-2007,1805123,501,0.11,55.16,51612
2122,,eddy,093203,kolbed,07-31-2007,07-20-2007,3739290,1039,0.11,114.26,51612
2123,,eddy,093203,kolbed,07-31-2007,07-21-2007,3121028,867,0.11,95.36,51612
2124,,eddy,093203,kolbed,07-31-2007,07-22-2007,5006274,1391,0.11,152.97,51612
2125,,eddy,093203,kolbed,07-31-2007,07-23-2007,3500061,972,0.11,106.95,51612
2126,,eddy,093203,kolbed,07-31-2007,07-24-2007,3269311,908,0.11,99.90,51612
2127,,eddy,093203,kolbed,07-31-2007,07-25-2007,5145155,1429,0.11,157.21,51612
2128,,eddy,093203,kolbed,07-31-2007,07-26-2007,3204355,890,0.11,97.91,51612
2129,,eddy,093203,kolbed,07-31-2007,07-27-2007,2686496,746,0.11,82.09,51612
2130,,eddy,093203,kolbed,07-31-2007,07-28-2007,7769167,2158,0.11,237.39,51612
2131,,eddy,093203,kolbed,07-31-2007,07-29-2007,5680077,1578,0.11,173.56,51612
2132,,eddy,093203,kolbed,07-31-2007,07-30-2007,3471642,964,0.11,106.08,51612
2133,,eddy,093203,kolbed,07-31-2007,07-31-2007,3012794,837,0.11,92.06,51612
2134,,eddy,093203,nawrockie,07-31-2007,07-04-2007,10375,3,0.11,0.32,51612
2135,,eddy,093203,nawrockie,07-31-2007,07-05-2007,9319,3,0.11,0.28,51612
2136,,eddy,093203,nawrockie,07-31-2007,07-06-2007,1120,0,0.11,0.03,51612
2137,,eddy,093203,nawrockie,07-31-2007,07-09-2007,266669,74,0.11,8.15,51612
2138,,eddy,093203,nawrockie,07-31-2007,07-10-2007,252690,70,0.11,7.72,51612
2139,,eddy,093203,nawrockie,07-31-2007,07-11-2007,1077,0,0.11,0.03,51612
2140,,eddy,093203,nawrockie,07-31-2007,07-22-2007,2864,1,0.11,0.09,51612
2141,,eddy,093203,nawrockie,07-31-2007,07-23-2007,775,0,0.11,0.02,51612
2142,,eddy,093203,nawrockie,07-31-2007,07-24-2007,1432,0,0.11,0.04,51612
2143,,rubin,093205,jenetta,07-31-2007,07-10-2007,10,0,0.11,0.00,51612
2144,,rubin,093205,jenetta,07-31-2007,07-12-2007,1,0,0.11,0.00,51612
2145,,rubin,093205,jenetta,07-31-2007,07-13-2007,0,0,0.11,0.00,51612
2146,,rubin,093205,jenetta,07-31-2007,07-17-2007,222,0,0.11,0.01,51612
2147,,rubin,093205,jenetta,07-31-2007,07-20-2007,1,0,0.11,0.00,51612
2148,,rubin,093205,jenetta,07-31-2007,07-22-2007,41,0,0.11,0.00,51612
2149,,rubin,093205,jenetta,07-31-2007,07-23-2007,134,0,0.11,0.00,51612
2150,,rubin,093205,jenetta,07-31-2007,07-24-2007,5684,2,0.11,0.17,51612
2151,,rubin,093205,jenetta,07-31-2007,07-25-2007,3475246,965,0.11,106.19,51612
2152,,rubin,093205,jenetta,07-31-2007,07-26-2007,5646626,1569,0.11,172.54,51612
2153,,chklovskii,093208,mishchenkoy,07-31-2007,07-02-2007,412667,115,0.11,12.61,51612
2154,,chklovskii,093208,mishchenkoy,07-31-2007,07-03-2007,85879,24,0.11,2.62,51612
2155,,chklovskii,093208,mishchenkoy,07-31-2007,07-05-2007,84058,23,0.11,2.57,51612
2156,,chklovskii,093208,mishchenkoy,07-31-2007,07-09-2007,260252,72,0.11,7.95,51612
2157,,chklovskii,093208,mishchenkoy,07-31-2007,07-13-2007,352243,98,0.11,10.76,51612
2158,,chklovskii,093208,mishchenkoy,07-31-2007,07-16-2007,938505,261,0.11,28.68,51612
2159,,chklovskii,093208,mishchenkoy,07-31-2007,07-23-2007,5853,2,0.11,0.18,51612
2160,,chklovskii,093208,mishchenkoy,07-31-2007,07-26-2007,249409,69,0.11,7.62,51612
2161,,looger,093209,loogerl,07-31-2007,07-14-2007,139,0,0.11,0.00,51612
2162,,harris,093298,shtengelg,07-31-2007,07-20-2007,2131,1,0.11,0.06,51612
2163,,rivas,093301,rivase,07-31-2007,07-01-2007,13464655,3740,0.11,411.42,51612
2164,,rivas,093301,rivase,07-31-2007,07-02-2007,18860435,5239,0.11,576.29,51612
2165,,rivas,093301,rivase,07-31-2007,07-03-2007,16535834,4593,0.11,505.26,51612
2166,,rivas,093301,rivase,07-31-2007,07-04-2007,17033114,4731,0.11,520.46,51612
2167,,rivas,093301,rivase,07-31-2007,07-05-2007,10393749,2887,0.11,317.59,51612
2168,,rivas,093301,rivase,07-31-2007,07-06-2007,15646183,4346,0.11,478.08,51612
2169,,rivas,093301,rivase,07-31-2007,07-07-2007,5091275,1414,0.11,155.57,51612
2170,,rivas,093301,rivase,07-31-2007,07-08-2007,2512765,698,0.11,76.78,51612
2171,,rivas,093301,rivase,07-31-2007,07-09-2007,5618104,1561,0.11,171.66,51612
2172,,rivas,093301,rivase,07-31-2007,07-10-2007,5056705,1405,0.11,154.51,51612
2173,,rivas,093301,rivase,07-31-2007,07-11-2007,2268904,630,0.11,69.33,51612
2174,,rivas,093301,rivase,07-31-2007,07-12-2007,3618599,1005,0.11,110.57,51612
2175,,rivas,093301,rivase,07-31-2007,07-14-2007,513221,143,0.11,15.68,51612
2176,,rivas,093301,rivase,07-31-2007,07-15-2007,4410348,1225,0.11,134.76,51612
2177,,rivas,093301,rivase,07-31-2007,07-16-2007,1575738,438,0.11,48.15,51612
2178,,rivas,093301,rivase,07-31-2007,07-17-2007,6491845,1803,0.11,198.36,51612
2179,,rivas,093301,rivase,07-31-2007,07-18-2007,8684848,2412,0.11,265.37,51612
2180,,rivas,093301,rivase,07-31-2007,07-19-2007,10742089,2984,0.11,328.23,51612
2181,,rivas,093301,rivase,07-31-2007,07-20-2007,3777209,1049,0.11,115.41,51612
2182,,rivas,093301,rivase,07-31-2007,07-21-2007,1957219,544,0.11,59.80,51612
2183,,rivas,093301,rivase,07-31-2007,07-22-2007,923701,257,0.11,28.22,51612
2184,,rivas,093301,rivase,07-31-2007,07-23-2007,6758774,1877,0.11,206.52,51612
2185,,rivas,093301,rivase,07-31-2007,07-24-2007,2228350,619,0.11,68.09,51612
2186,,rivas,093301,rivase,07-31-2007,07-27-2007,2520606,700,0.11,77.02,51612
2187,,rivas,093301,rivase,07-31-2007,07-29-2007,2631443,731,0.11,80.41,51612
2188,,eisenberg,016911,goldschmidtl,08-26-2007,08-24-2007,1082381,301,0.11,33.07,51612
2189,,eisenberg,016911,goldschmidtl,08-26-2007,08-25-2007,4645754,1290,0.11,141.95,51612
2190,,eisenberg,016911,goldschmidtl,08-26-2007,08-26-2007,13687441,3802,0.11,418.23,51612
2192,,myers,093201,pengh,08-26-2007,08-06-2007,1238,0,0.11,0.04,51612
2193,,myers,093201,pengh,08-26-2007,08-07-2007,554,0,0.11,0.02,51612
2194,,myers,093201,pengh,08-26-2007,08-08-2007,323,0,0.11,0.01,51612
2195,,eddy,093203,coventrya,08-26-2007,08-06-2007,6906293,1918,0.11,211.03,51612
2196,,eddy,093203,coventrya,08-26-2007,08-07-2007,4073462,1132,0.11,124.47,51612
2197,,eddy,093203,coventrya,08-26-2007,08-08-2007,7611834,2114,0.11,232.58,51612
2198,,eddy,093203,coventrya,08-26-2007,08-09-2007,6981197,1939,0.11,213.31,51612
2199,,eddy,093203,coventrya,08-26-2007,08-10-2007,1769275,491,0.11,54.06,51612
2200,,eddy,093203,coventrya,08-26-2007,08-13-2007,3064779,851,0.11,93.65,51612
2201,,eddy,093203,coventrya,08-26-2007,08-14-2007,8009272,2225,0.11,244.73,51612
2202,,eddy,093203,coventrya,08-26-2007,08-15-2007,17011536,4725,0.11,519.80,51612
2203,,eddy,093203,coventrya,08-26-2007,08-16-2007,9011763,2503,0.11,275.36,51612
2204,,eddy,093203,coventrya,08-26-2007,08-17-2007,4648521,1291,0.11,142.04,51612
2205,,eddy,093203,coventrya,08-26-2007,08-18-2007,14722922,4090,0.11,449.87,51612
2206,,eddy,093203,coventrya,08-26-2007,08-19-2007,11208964,3114,0.11,342.50,51612
2207,,eddy,093203,coventrya,08-26-2007,08-20-2007,4104843,1140,0.11,125.43,51612
2208,,eddy,093203,coventrya,08-26-2007,08-21-2007,1588518,441,0.11,48.54,51612
2209,,eddy,093203,coventrya,08-26-2007,08-22-2007,10510609,2920,0.11,321.16,51612
2210,,eddy,093203,coventrya,08-26-2007,08-23-2007,1404553,390,0.11,42.92,51612
2211,,eddy,093203,eddys,08-26-2007,08-01-2007,1346389,374,0.11,41.14,51612
2212,,eddy,093203,eddys,08-26-2007,08-02-2007,2157249,599,0.11,65.92,51612
2213,,eddy,093203,eddys,08-26-2007,08-03-2007,2150393,597,0.11,65.71,51612
2214,,eddy,093203,eddys,08-26-2007,08-04-2007,2680786,745,0.11,81.91,51612
2215,,eddy,093203,eddys,08-26-2007,08-06-2007,1817514,505,0.11,55.54,51612
2216,,eddy,093203,eddys,08-26-2007,08-07-2007,1728991,480,0.11,52.83,51612
2217,,eddy,093203,eddys,08-26-2007,08-08-2007,3783545,1051,0.11,115.61,51612
2218,,eddy,093203,eddys,08-26-2007,08-09-2007,6523700,1812,0.11,199.34,51612
2219,,eddy,093203,eddys,08-26-2007,08-10-2007,11739240,3261,0.11,358.70,51612
2220,,eddy,093203,eddys,08-26-2007,08-11-2007,1196045,332,0.11,36.55,51612
2221,,eddy,093203,eddys,08-26-2007,08-12-2007,14774227,4104,0.11,451.43,51612
2222,,eddy,093203,eddys,08-26-2007,08-14-2007,5936824,1649,0.11,181.40,51612
2223,,eddy,093203,eddys,08-26-2007,08-15-2007,3528905,980,0.11,107.83,51612
2224,,eddy,093203,eddys,08-26-2007,08-16-2007,375986,104,0.11,11.49,51612
2225,,eddy,093203,eddys,08-26-2007,08-17-2007,2304743,640,0.11,70.42,51612
2226,,eddy,093203,eddys,08-26-2007,08-18-2007,317989,88,0.11,9.72,51612
2227,,eddy,093203,eddys,08-26-2007,08-19-2007,1124381,312,0.11,34.36,51612
2228,,eddy,093203,eddys,08-26-2007,08-20-2007,547169,152,0.11,16.72,51612
2229,,eddy,093203,eddys,08-26-2007,08-21-2007,388531,108,0.11,11.87,51612
2230,,eddy,093203,eddys,08-26-2007,08-22-2007,5288308,1469,0.11,161.59,51612
2231,,eddy,093203,eddys,08-26-2007,08-23-2007,308242,86,0.11,9.42,51612
2232,,eddy,093203,eddys,08-26-2007,08-24-2007,753460,209,0.11,23.02,51612
2233,,eddy,093203,eddys,08-26-2007,08-25-2007,786838,219,0.11,24.04,51612
2234,,eddy,093203,eddys,08-26-2007,08-26-2007,322669,90,0.11,9.86,51612
2235,,eddy,093203,jungs,08-26-2007,08-14-2007,4076028,1132,0.11,124.55,51612
2236,,eddy,093203,jungs,08-26-2007,08-15-2007,4177559,1160,0.11,127.65,51612
2237,,eddy,093203,jungs,08-26-2007,08-17-2007,4327883,1202,0.11,132.24,51612
2238,,eddy,093203,jungs,08-26-2007,08-20-2007,4573034,1270,0.11,139.73,51612
2239,,eddy,093203,kolbed,08-26-2007,08-01-2007,4873547,1354,0.11,148.91,51612
2240,,eddy,093203,kolbed,08-26-2007,08-02-2007,2320335,645,0.11,70.90,51612
2241,,eddy,093203,kolbed,08-26-2007,08-03-2007,1897448,527,0.11,57.98,51612
2242,,eddy,093203,kolbed,08-26-2007,08-04-2007,5079843,1411,0.11,155.22,51612
2243,,eddy,093203,kolbed,08-26-2007,08-05-2007,6132637,1704,0.11,187.39,51612
2244,,eddy,093203,kolbed,08-26-2007,08-06-2007,6405596,1779,0.11,195.73,51612
2245,,eddy,093203,kolbed,08-26-2007,08-07-2007,3895015,1082,0.11,119.01,51612
2246,,eddy,093203,kolbed,08-26-2007,08-08-2007,7558019,2099,0.11,230.94,51612
2247,,eddy,093203,kolbed,08-26-2007,08-09-2007,7213632,2004,0.11,220.42,51612
2248,,eddy,093203,kolbed,08-26-2007,08-10-2007,4678997,1300,0.11,142.97,51612
2249,,eddy,093203,kolbed,08-26-2007,08-11-2007,6645831,1846,0.11,203.07,51612
2250,,eddy,093203,kolbed,08-26-2007,08-12-2007,6294562,1748,0.11,192.33,51612
2251,,eddy,093203,kolbed,08-26-2007,08-13-2007,12011946,3337,0.11,367.03,51612
2252,,eddy,093203,kolbed,08-26-2007,08-14-2007,4382667,1217,0.11,133.92,51612
2253,,eddy,093203,kolbed,08-26-2007,08-15-2007,2080331,578,0.11,63.57,51612
2254,,eddy,093203,kolbed,08-26-2007,08-16-2007,5015704,1393,0.11,153.26,51612
2255,,eddy,093203,kolbed,08-26-2007,08-17-2007,4794196,1332,0.11,146.49,51612
2256,,eddy,093203,kolbed,08-26-2007,08-18-2007,4151471,1153,0.11,126.85,51612
2257,,eddy,093203,kolbed,08-26-2007,08-19-2007,2207003,613,0.11,67.44,51612
2258,,eddy,093203,kolbed,08-26-2007,08-20-2007,8903549,2473,0.11,272.05,51612
2259,,eddy,093203,kolbed,08-26-2007,08-21-2007,822111,228,0.11,25.12,51612
2260,,eddy,093203,kolbed,08-26-2007,08-22-2007,7033328,1954,0.11,214.91,51612
2261,,eddy,093203,kolbed,08-26-2007,08-23-2007,599186,166,0.11,18.31,51612
2262,,eddy,093203,kolbed,08-26-2007,08-24-2007,4776246,1327,0.11,145.94,51612
2263,,eddy,093203,kolbed,08-26-2007,08-25-2007,3627768,1008,0.11,110.85,51612
2264,,eddy,093203,kolbed,08-26-2007,08-26-2007,2661921,739,0.11,81.34,51612
2265,,eddy,093203,nawrockie,08-26-2007,08-09-2007,8807,2,0.11,0.27,51612
2266,,eddy,093203,nawrockie,08-26-2007,08-14-2007,107297,30,0.11,3.28,51612
2267,,eddy,093203,nawrockie,08-26-2007,08-15-2007,91847,26,0.11,2.81,51612
2268,,eddy,093203,nawrockie,08-26-2007,08-16-2007,4784,1,0.11,0.15,51612
2269,,rubin,093205,jenetta,08-26-2007,08-14-2007,166174,46,0.11,5.08,51612
2270,,rubin,093205,jenetta,08-26-2007,08-17-2007,8989794,2497,0.11,274.69,51612
2271,,rubin,093205,jenetta,08-26-2007,08-18-2007,76053,21,0.11,2.32,51612
2272,,rubin,093205,jenetta,08-26-2007,08-19-2007,76033,21,0.11,2.32,51612
2273,,rubin,093205,jenetta,08-26-2007,08-20-2007,76057,21,0.11,2.32,51612
2274,,rubin,093205,jenetta,08-26-2007,08-21-2007,76047,21,0.11,2.32,51612
2275,,rubin,093205,jenetta,08-26-2007,08-22-2007,77547,22,0.11,2.37,51612
2276,,rubin,093205,jenetta,08-26-2007,08-23-2007,92109,26,0.11,2.81,51612
2277,,rubin,093205,jenetta,08-26-2007,08-24-2007,139865,39,0.11,4.27,51612
2278,,rubin,093205,jenetta,08-26-2007,08-25-2007,606138,168,0.11,18.52,51612
2279,,rubin,093205,jenetta,08-26-2007,08-26-2007,604864,168,0.11,18.48,51612
2280,,looger,093209,loogerl,08-26-2007,08-13-2007,698,0,0.11,0.02,51612
2281,,harris,093298,shtengelg,08-26-2007,08-02-2007,602,0,0.11,0.02,51612
2282,,eisenberg,016911,goldschmidtl,09-30-2007,08-27-2007,17774431,4937,0.11,543.11,51612
2283,,eisenberg,016911,goldschmidtl,09-30-2007,08-28-2007,21039484,5844,0.11,642.87,51612
2284,,eisenberg,016911,goldschmidtl,09-30-2007,08-29-2007,23980439,6661,0.11,732.74,51612
2285,,eisenberg,016911,goldschmidtl,09-30-2007,08-30-2007,23798280,6611,0.11,727.17,51612
2286,,eisenberg,016911,goldschmidtl,09-30-2007,08-31-2007,23739521,6594,0.11,725.37,51612
2287,,eisenberg,016911,goldschmidtl,09-30-2007,09-01-2007,23665223,6574,0.11,723.10,51612
2288,,eisenberg,016911,goldschmidtl,09-30-2007,09-02-2007,27698245,7694,0.11,846.34,51612
2289,,eisenberg,016911,goldschmidtl,09-30-2007,09-03-2007,30427201,8452,0.11,929.72,51612
2290,,eisenberg,016911,goldschmidtl,09-30-2007,09-04-2007,30273548,8409,0.11,925.03,51612
2291,,eisenberg,016911,goldschmidtl,09-30-2007,09-05-2007,31130755,8647,0.11,951.22,51612
2292,,eisenberg,016911,goldschmidtl,09-30-2007,09-06-2007,28761251,7989,0.11,878.82,51612
2293,,eisenberg,016911,goldschmidtl,09-30-2007,09-07-2007,21573277,5993,0.11,659.18,51612
2294,,eisenberg,016911,goldschmidtl,09-30-2007,09-08-2007,23451944,6514,0.11,716.59,51612
2295,,eisenberg,016911,goldschmidtl,09-30-2007,09-09-2007,23551513,6542,0.11,719.63,51612
2296,,eisenberg,016911,goldschmidtl,09-30-2007,09-10-2007,23454488,6515,0.11,716.67,51612
2297,,eisenberg,016911,goldschmidtl,09-30-2007,09-11-2007,19099953,5306,0.11,583.61,51612
2298,,eisenberg,016911,goldschmidtl,09-30-2007,09-12-2007,18065057,5018,0.11,551.99,51612
2299,,eisenberg,016911,goldschmidtl,09-30-2007,09-13-2007,19508903,5419,0.11,596.11,51612
2300,,eisenberg,016911,goldschmidtl,09-30-2007,09-14-2007,15456627,4294,0.11,472.29,51612
2301,,eisenberg,016911,goldschmidtl,09-30-2007,09-19-2007,4117743,1144,0.11,125.82,51612
2302,,eisenberg,016911,goldschmidtl,09-30-2007,09-20-2007,5169151,1436,0.11,157.95,51612
2303,,eisenberg,016911,goldschmidtl,09-30-2007,09-21-2007,17485420,4857,0.11,534.28,51612
2304,,eisenberg,016911,goldschmidtl,09-30-2007,09-22-2007,5725838,1591,0.11,174.96,51612
2305,,eisenberg,016911,goldschmidtl,09-30-2007,09-23-2007,15806361,4391,0.11,482.97,51612
2306,,eisenberg,016911,goldschmidtl,09-30-2007,09-24-2007,18260047,5072,0.11,557.95,51612
2307,,eisenberg,016911,goldschmidtl,09-30-2007,09-25-2007,15395532,4277,0.11,470.42,51612
2308,,eisenberg,016911,goldschmidtl,09-30-2007,09-26-2007,13763117,3823,0.11,420.54,51612
2311,,myers,093201,brainaligner,09-30-2007,08-30-2007,78,0,0.11,0.00,51612
2312,,myers,093201,brainaligner,09-30-2007,08-31-2007,1827,1,0.11,0.06,51612
2313,,myers,093201,brainaligner,09-30-2007,09-11-2007,3076,1,0.11,0.09,51612
2314,,myers,093201,brainaligner,09-30-2007,09-12-2007,1092,0,0.11,0.03,51612
2315,,myers,093201,brainaligner,09-30-2007,09-20-2007,986,0,0.11,0.03,51612
2316,,myers,093201,brainaligner,09-30-2007,09-25-2007,1,0,0.11,0.00,51612
2317,,myers,093201,brainaligner,09-30-2007,09-26-2007,25479,7,0.11,0.78,51612
2318,,myers,093201,brainaligner,09-30-2007,09-27-2007,63175,18,0.11,1.93,51612
2319,,myers,093201,brainaligner,09-30-2007,09-28-2007,52739,15,0.11,1.61,51612
2320,,myers,093201,brainaligner,09-30-2007,10-01-2007,205902,57,0.11,6.29,51612
2321,,myers,093201,pengh,09-30-2007,08-28-2007,0,0,0.11,0.00,51612
2322,,myers,093201,pengh,09-30-2007,08-29-2007,894,0,0.11,0.03,51612
