ID,Project,Department name,Department code,Close date,Subject,Units,Rate,Cost,Account
58,,peng,093309,12-01-2007,Primary storage (TB),1.0,624,624.00,51610
59,,eddy,093203,01-01-2008,Primary storage (TB),2.0,624,1248.00,51610
60,,betzig,093202,01-01-2008,Primary storage (TB),5.0,624,3120.00,51610
61,,rubin,093205,01-01-2008,Primary storage (TB),4.0,624,2496.00,51610
62,,svoboda,093204,01-01-2008,Primary storage (TB),1.0,624,624.00,51610
63,,myers,093201,01-01-2008,Primary storage (TB),1.0,624,624.00,51610
64,,simpson,093210,01-01-2008,Primary storage (TB),1.0,624,624.00,51610
65,,harris,093298,01-01-2008,Primary storage (TB),3.0,624,1872.00,51610
66,,peng,093309,01-01-2008,Primary storage (TB),1.0,624,624.00,51610
67,,eddy,093203,02-01-2008,Direct Attached storage (TB),1.2,1850,2220.00,51610
68,,eddy,093203,02-01-2008,Secondary storage (TB),2.0,180,360.00,51610
69,,eddy,093203,02-01-2008,Servers,16.0,50,800.00,51615
70,,myers,093201,02-01-2008,Primary storage (TB),1.0,624,624.00,51610
71,,myers,093201,02-01-2008,Servers,1.0,50,50.00,51615
72,,betzig,093202,02-01-2008,Primary storage (TB),5.0,624,3120.00,51610
73,,karpova,093211,02-01-2008,Primary storage (TB),1.0,624,624.00,51610
74,,harris,093298,02-01-2008,Primary storage (TB),3.0,624,1872.00,51610
75,,harris,093298,02-01-2008,Servers,1.0,50,50.00,51615
76,,sternson,093206,02-01-2008,Servers,1.0,50,50.00,51615
77,,looger,093209,02-01-2008,Servers,1.0,50,50.00,51615
