Date,Dept,DeptCode,Subject,Units,rate
06/01/2009,peng,093309,Secondary Storage (TB),6.0,180,
06/01/2009,peng,093309,Servers,2,50,
06/01/2009,reiser,093303,Primary Storage (TB),3.0,624,
06/01/2009,riddiford,093302,Primary Storage (TB),1.0,624,
06/01/2009,royer,093400,Primary Storage (TB),0.5,624,JVS001201
06/01/2009,rubin,093205,Primary Storage (TB),4.0,624,
06/01/2009,rubin,093205,Secondary Storage (TB),7.0,180,
06/01/2009,rubin,093205,Servers,3,50,
06/01/2009,shank,093402,Primary Storage (TB),3.0,624,
06/01/2009,simpson,093210,Secondary Storage (TB),9.0,180,
06/01/2009,simpson,093210,Servers,1,50,
06/01/2009,smith,093400,Servers,1,50,JVS005100
06/01/2009,sternson,093206,Servers,1,50,
06/01/2009,svoboda,093204,Primary Storage (TB),5.0,624,
06/01/2009,svoboda,093204,Secondary Storage (TB),20.0,180,
06/01/2009,svoboda,093204,Servers,1,50,
06/01/2009,tjian,093218,Primary Storage (TB),1.0,624,
06/01/2009,tjian,093218,Servers,1,50,
06/01/2009,truman,093212,Primary Storage (TB),4.0,624,
06/01/2009,truman,093212,Servers,1,50,
06/01/2009,Zuker-Ofstad,093400,Secondary Storage (TB),6.0,180,JVS002401
6/1/2009,Eddy,093203,System Engineer Time,8,80
6/1/2009,Peng,093309,System Engineer Time,2,80
07/01/2009,Zuker-Ofstad,093400,Primary Storage (TB),18.0,624,JVS002401
07/01/2009,reiser,093303,Primary Storage (TB),18.0,-624,
07/01/2009,adminfinance,093021,Servers,1,50,
07/01/2009,baker,093215,Primary Storage (TB),5.0,624,
07/01/2009,baker,093215,Secondary Storage (TB),14.0,180,
07/01/2009,baker,093215,Servers,1,50,
07/01/2009,betzig,093202,Primary Storage (TB),4.0,624,
07/01/2009,betzig,093202,Secondary Storage (TB),3.0,180,
07/01/2009,chklovskii,093208,Primary Storage (TB),4.0,624,
07/01/2009,chklovskii,093208,Secondary Storage (TB),4.0,180,
07/01/2009,chklovskii,093208,Servers,2,50,
07/01/2009,eddy,093203,Primary Storage (TB),3.0,624,
07/01/2009,eddy,093203,Secondary Storage (TB),3.6,180,
07/01/2009,eddy,093203,Servers,20,50,
07/01/2009,egnor,093308,Secondary Storage (TB),10.0,180,
07/01/2009,elmicro,093093,Secondary Storage (TB),0.4,180,
07/01/2009,elmicro,093093,Servers,1,50,
07/01/2009,Fly EM,093417,Secondary Storage (TB),7.4,180,JVS001400
07/01/2009,Fly EM,093417,Secondary Storage (TB),0.2,180,JVS002900
07/01/2009,Fly Light,093416,Secondary Storage (TB),26.7,180,JVS003900
07/01/2009,Fly Olympiad,093418,Secondary Storage (TB),6.0,180,JVS002800
07/01/2009,gustafsson,093216,Primary Storage (TB),1.0,624,
07/01/2009,hess,093298,Primary Storage (TB),4.0,624,
07/01/2009,hess,093298,Secondary Storage (TB),5.0,180,
07/01/2009,hess,093298,Servers,1,50,
07/01/2009,imaging,093095,Secondary Storage (TB),5.0,180,
07/01/2009,instrdesapp,093097,Servers,1,50,
07/01/2009,jayaraman,093305,Primary Storage (TB),3.0,624,
07/01/2009,karpova,093211,Primary Storage (TB),4.0,624,
07/01/2009,leonardo,093213,Primary Storage (TB),1.0,624,
07/01/2009,looger,093209,Primary Storage (TB),0.5,624,
07/01/2009,looger,093209,Servers,1,50,
07/01/2009,myers,093201,Primary Storage (TB),1.0,624,
07/01/2009,myers,093201,Servers,1,50,
07/01/2009,Tzumin Lee,093217,Secondary Storage (TB),4.0,180,
07/01/2009,peng,093309,Primary Storage (TB),4.0,624,
07/01/2009,peng,093309,Secondary Storage (TB),6.0,180,
07/01/2009,peng,093309,Servers,2,50,
07/01/2009,reiser,093303,Primary Storage (TB),3.0,624,
07/01/2009,riddiford,093302,Primary Storage (TB),1.0,624,
07/01/2009,royer,093400,Primary Storage (TB),1.0,624,JVS001201
07/01/2009,rubin,093205,Primary Storage (TB),4.0,624,
07/01/2009,rubin,093205,Secondary Storage (TB),7.0,180,
07/01/2009,rubin,093205,Servers,3,50,
07/01/2009,shank,093402,Primary Storage (TB),3.5,624,
07/01/2009,simpson,093210,Secondary Storage (TB),9.0,180,
07/01/2009,simpson,093210,Servers,1,50,
07/01/2009,smith,093400,Servers,1,50,JVS005100
07/01/2009,sternson,093206,Servers,1,50,
07/01/2009,svoboda,093204,Primary Storage (TB),5.0,624,
07/01/2009,svoboda,093204,Secondary Storage (TB),24.0,180,
07/01/2009,svoboda,093204,Servers,1,50,
07/01/2009,tjian,093218,Primary Storage (TB),1.0,624,
07/01/2009,tjian,093218,Servers,1,50,
07/01/2009,truman,093212,Primary Storage (TB),4.0,624,
07/01/2009,truman,093212,Servers,1,50,
07/01/2009,Zuker-Ofstad,093400,Secondary Storage (TB),2.5,180,JVS002401
08/01/2009,adminfinance,093021,Servers,1,50,
08/01/2009,baker,093215,Primary Storage (TB),5.0,624,
08/01/2009,baker,093215,Secondary Storage (TB),14.0,180,
08/01/2009,baker,093215,Servers,1,50,
08/01/2009,betzig,093202,Primary Storage (TB),4.0,624,
08/01/2009,betzig,093202,Secondary Storage (TB),3.0,180,
08/01/2009,chklovskii,093208,Primary Storage (TB),4.0,624,
08/01/2009,chklovskii,093208,Secondary Storage (TB),4.0,180,
08/01/2009,chklovskii,093208,Servers,2,50,
08/01/2009,eddy,093203,Primary Storage (TB),3.0,624,
08/01/2009,eddy,093203,Secondary Storage (TB),3.6,180,
08/01/2009,eddy,093203,Servers,20,50,
08/01/2009,egnor,093308,Secondary Storage (TB),10.0,180,
08/01/2009,elmicro,093093,Secondary Storage (TB),0.4,180,
08/01/2009,elmicro,093093,Servers,1,50,
08/01/2009,Fly EM,093417,Secondary Storage (TB),7.4,180,JVS001400
08/01/2009,Fly EM,093417,Secondary Storage (TB),0.2,180,JVS002900
08/01/2009,Fly Light,093416,Secondary Storage (TB),26.7,180,JVS003900
08/01/2009,Fly Olympiad,093418,Secondary Storage (TB),6.0,180,JVS002800
08/01/2009,gustafsson,093216,Primary Storage (TB),1.0,624,
08/01/2009,hess,093297,Primary Storage (TB),4.0,624,
08/01/2009,hess,093297,Secondary Storage (TB),5.0,180,
08/01/2009,hess,093297,Servers,1,50,
08/01/2009,imaging,093095,Secondary Storage (TB),5.0,180,
08/01/2009,instrdesapp,093097,Servers,1,50,
08/01/2009,jayaraman,093305,Primary Storage (TB),3.0,624,
08/01/2009,karpova,093211,Primary Storage (TB),4.0,624,
08/01/2009,leonardo,093213,Primary Storage (TB),1.0,624,
08/01/2009,looger,093209,Primary Storage (TB),0.5,624,
08/01/2009,looger,093209,Servers,1,50,
08/01/2009,myers,093201,Primary Storage (TB),1.0,624,
08/01/2009,myers,093201,Servers,1,50,
08/01/2009,Tzumin Lee,093217,Secondary Storage (TB),4.0,180,
08/01/2009,peng,093309,Primary Storage (TB),4.0,624,
08/01/2009,peng,093309,Secondary Storage (TB),6.0,180,
08/01/2009,peng,093309,Servers,2,50,
08/01/2009,reiser,093303,Primary Storage (TB),3.0,624,
08/01/2009,riddiford,093302,Primary Storage (TB),1.0,624,
08/01/2009,royer,093400,Primary Storage (TB),1.0,624,JVS001201
08/01/2009,rubin,093205,Primary Storage (TB),4.0,624,
08/01/2009,rubin,093205,Secondary Storage (TB),7.0,180,
08/01/2009,rubin,093205,Servers,3,50,
08/01/2009,shank,093402,Primary Storage (TB),3.5,624,
08/01/2009,simpson,093210,Secondary Storage (TB),9.0,180,
08/01/2009,simpson,093210,Servers,1,50,
08/01/2009,smith,093400,Servers,1,50,JVS005100
08/01/2009,sternson,093206,Servers,1,50,
08/01/2009,svoboda,093204,Primary Storage (TB),5.0,624,
08/01/2009,svoboda,093204,Secondary Storage (TB),24.0,180,
08/01/2009,svoboda,093204,Servers,1,50,
08/01/2009,tjian,093218,Primary Storage (TB),1.0,624,
08/01/2009,tjian,093218,Servers,1,50,
08/01/2009,truman,093212,Primary Storage (TB),4.0,624,
08/01/2009,truman,093212,Servers,1,50,
08/01/2009,Zuker-Ofstad,093400,Secondary Storage (TB),2.5,180,JVS002401
